id	country	run1pre	run1ski	run1acc	run1rej	run2pre	run2ski	run2acc	run2rej	run3pre	run3ski	run3acc	run3rej
158	"India"	0	0	0	0	0	0	0	0	1	0	0	0
159	"India"	0	0	0	0	0	0	0	0	6	0	46	2
160	"India"	0	0	0	0	1	0	0	0	0	0	0	0
161	"India"	33	27	51	0	0	0	0	0	0	0	0	0
162	"India"	0	0	0	0	1	0	0	0	0	0	0	0
163	"India"	0	0	0	0	2	0	0	0	0	0	0	0
164	"India"	0	0	0	0	1	0	0	0	0	0	0	0
165	"India"	0	0	0	0	0	0	0	0	1	0	0	0
166	"India"	0	0	0	0	0	0	0	0	1	0	0	0
167	"India"	0	0	0	0	2	0	0	2	0	0	0	0
168	"India"	0	0	0	0	0	0	0	0	3	0	0	0
169	"India"	0	0	0	0	9	1	0	0	0	0	0	0
170	"India"	1	0	0	0	0	0	0	0	0	0	0	0
171	"India"	0	0	0	0	13	0	10	1	4	0	4	0
172	"India"	0	0	0	0	6	1	0	0	1	0	0	0
173	"India"	0	0	0	0	1	0	0	0	0	0	0	0
174	"India"	0	0	0	0	0	0	0	0	1	0	0	0
175	"India"	0	0	0	0	0	0	0	0	1	0	0	0
176	"India"	0	0	0	0	0	0	0	0	1	0	0	0
177	"India"	0	0	0	0	0	0	0	0	1	0	0	0
178	"India"	0	0	0	0	1	0	13	2	0	0	0	0
179	"India"	0	0	0	0	1	0	0	0	0	0	0	0
180	"India"	0	0	0	0	1	0	1	2	0	0	0	0
181	"India"	0	0	0	0	1	0	0	0	0	0	0	0
182	"India"	0	0	0	0	16	1	0	0	0	0	0	0
183	"India"	0	0	0	0	6	0	3	2	0	0	0	0
184	"India"	0	0	0	0	1	0	0	0	0	0	0	0
185	"India"	0	0	0	0	2	0	0	0	1	0	0	0
186	"India"	0	0	0	0	6	1	0	0	0	0	0	0
187	"India"	0	0	0	0	0	0	0	0	1	0	0	0
188	"India"	0	0	0	0	0	0	0	0	2	0	0	0
189	"India"	0	0	0	0	1	0	0	0	0	0	0	0
190	"India"	1	0	0	0	0	0	0	0	0	0	0	0
191	"India"	0	0	0	0	10	1	6	1	0	0	0	0
192	"India"	0	0	0	0	0	0	0	0	1	0	0	0
193	"India"	1	0	0	0	0	0	0	0	0	0	0	0
194	"India"	0	0	0	0	1	0	0	0	0	0	0	0
195	"India"	0	0	0	0	0	0	0	0	1	0	0	0
196	"India"	1	0	0	0	0	0	0	0	0	0	0	0
197	"India"	0	0	0	0	1	0	0	0	0	0	0	0
198	"India"	0	0	0	0	2	0	0	0	0	0	0	0
199	"India"	0	0	0	0	2	0	2	2	0	0	0	0
200	"India"	0	0	0	0	1	0	0	0	0	0	0	0
201	"India"	0	0	0	0	0	0	0	0	1	0	0	0
202	"India"	0	0	0	0	2	1	0	0	0	0	0	0
203	"India"	0	0	0	0	1	0	0	0	0	0	0	0
204	"India"	0	0	0	0	8	1	13	2	0	0	0	0
205	"India"	0	0	0	0	3	0	0	0	5	1	0	0
207	"India"	0	0	0	0	1	0	6	3	2	0	0	0
208	"India"	0	0	0	0	1	0	0	0	0	0	0	0
209	"India"	0	0	0	0	2	0	1	0	0	1	17	2
212	"India"	0	0	0	0	0	0	0	0	1	0	0	0
213	"Indonesia"	0	0	0	0	2	0	0	0	0	0	0	0
214	"Pakistan"	1	0	0	0	0	0	0	0	0	0	0	0
215	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
216	"India"	0	0	0	0	1	0	0	0	0	0	0	0
217	"India"	1	0	0	0	0	0	0	0	0	0	0	0
218	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
219	"India"	0	0	0	0	24	1	12	0	1	0	0	0
221	"India"	1	0	0	0	1	0	0	0	0	0	0	0
223	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
224	"India"	0	0	0	0	2	0	0	2	0	0	0	0
225	"India"	0	0	0	0	4	1	0	0	0	0	0	0
226	"India"	0	0	0	0	2	0	0	0	0	0	0	0
227	"United States"	1	1	0	0	17	0	0	0	2	0	0	0
228	"India"	0	0	0	0	1	0	0	0	0	0	0	0
229	"India"	0	0	0	0	1	0	0	0	0	0	0	0
230	"India"	0	0	0	0	1	0	0	0	1	0	0	0
231	"India"	0	0	0	0	2	1	0	0	0	0	0	0
232	"India"	0	0	0	0	0	0	0	0	5	0	3	0
233	"India"	3	1	9	0	2	0	3	2	0	0	0	0
234	"India"	0	0	0	0	4	0	0	0	0	0	0	0
235	"India"	0	0	0	0	1	0	0	0	0	0	0	0
236	"India"	0	0	0	0	1	0	0	0	0	0	0	0
237	"India"	0	0	0	0	1	0	0	0	0	0	0	0
238	"India"	0	0	0	0	2	0	0	0	1	1	0	0
239	"India"	0	0	0	0	1	0	0	0	0	0	0	0
240	"India"	0	0	0	0	0	0	0	0	1	0	0	0
241	"India"	0	0	0	0	1	0	0	0	0	0	0	0
242	"India"	0	0	0	0	2	0	0	0	0	0	0	0
243	"India"	0	0	0	0	1	0	0	0	0	0	0	0
244	"India"	0	0	0	0	0	0	0	0	1	0	0	0
245	"India"	0	0	0	0	1	0	0	0	0	0	0	0
246	"India"	1	0	0	0	0	0	0	0	1	0	0	0
247	"India"	0	0	0	0	0	0	0	0	1	0	0	0
248	"India"	1	0	0	0	0	0	0	0	1	0	0	0
249	"India"	0	0	0	0	1	0	0	0	0	0	0	0
250	"India"	0	0	0	0	6	2	3	1	0	0	0	0
251	"India"	0	0	0	0	2	0	0	0	0	0	0	0
252	"India"	0	0	0	0	8	1	2	0	1	0	0	0
253	"India"	0	0	0	0	0	0	0	0	0	0	0	0
254	"India"	0	0	0	0	38	1	19	2	0	0	0	0
255	"India"	0	0	0	0	1	0	0	0	0	0	0	0
256	"India"	0	0	0	0	1	0	0	0	0	0	0	0
257	"India"	0	0	0	0	0	0	0	0	1	0	0	0
258	"India"	0	0	0	0	0	0	0	0	14	0	51	0
259	"India"	0	0	0	0	1	0	0	0	0	0	0	0
260	"India"	0	0	0	0	11	0	18	2	0	0	0	0
261	"India"	25	0	16	0	15	0	11	1	0	0	0	0
262	"India"	0	0	0	0	1	0	0	0	0	0	0	0
263	"India"	0	0	0	0	2	0	1	0	0	0	0	0
264	"India"	1	0	0	0	0	0	0	0	0	0	0	0
265	"India"	0	0	0	0	1	0	0	0	1	0	0	0
267	"India"	0	0	0	0	2	1	0	0	0	0	0	0
268	"India"	0	0	0	0	3	0	0	0	0	0	0	0
269	"United Kingdom"	0	0	0	0	1	0	0	0	0	0	0	0
270	"India"	0	0	0	0	0	0	0	0	5	1	0	0
271	"India"	0	0	0	0	3	0	0	0	0	0	0	0
272	"India"	0	0	0	0	1	0	3	2	0	0	0	0
273	"India"	0	0	0	0	1	0	0	0	0	0	0	0
274	"India"	0	0	0	0	0	0	0	0	1	0	0	0
275	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
276	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
277	"India"	2	1	0	0	0	0	0	0	1	0	0	0
278	"India"	0	0	0	0	0	0	0	0	1	0	0	0
279	"India"	0	0	0	0	3	2	0	0	0	0	0	0
281	"India"	0	0	0	0	0	0	0	0	1	0	0	0
282	"India"	0	0	0	0	2	0	1	0	0	0	0	0
283	"India"	0	0	0	0	0	0	0	0	1	0	0	0
284	"India"	0	0	0	0	16	0	11	2	0	0	0	0
285	"India"	0	0	0	0	9	0	2	2	0	0	0	0
295	"India"	1	0	0	0	0	0	0	0	0	0	0	0
296	"United States"	0	0	0	0	1	1	0	0	0	0	0	0
297	"United States"	0	0	0	0	10	0	0	0	5	0	0	0
312	"Japan"	0	0	0	0	1	0	0	0	1	0	0	0
314	"Japan"	0	0	0	0	4	0	0	0	1	0	0	0
319	"Japan"	0	0	0	0	1	0	0	0	0	0	0	0
320	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
321	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
322	"Spain"	15	0	0	0	5	0	0	0	2	0	0	0
328	"Spain"	0	0	0	0	1	0	0	0	0	0	0	0
329	"Spain"	1	0	0	0	2	0	0	0	0	0	0	0
330	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
331	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
332	"United States"	0	0	0	0	10	0	4	2	0	0	0	0
343	"United States"	0	0	0	0	3	0	0	0	0	0	0	0
344	"United States"	1	0	0	0	4	1	0	0	4	0	0	0
345	"United States"	1	0	0	0	1	0	0	0	0	0	0	0
347	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
348	"United States"	0	0	0	0	5	2	4	1	1	0	0	1
349	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
350	"United States"	0	0	0	0	1	0	0	0	1	0	0	0
352	"United States"	0	0	0	0	3	0	0	0	0	0	0	0
353	"United States"	1	0	0	0	2	0	0	0	0	0	0	0
354	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
355	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
356	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
357	"United States"	0	0	0	0	2	0	0	2	0	0	0	0
358	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
359	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
360	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
361	"Switzerland"	1	0	0	0	0	0	0	0	0	0	0	0
362	"Yugoslavia"	0	0	0	0	11	0	14	2	0	0	0	0
363	"Bangladesh"	0	0	0	0	15	0	3	2	0	0	0	0
364	"India"	0	0	0	0	0	0	0	0	1	0	0	0
365	"Philippines"	0	0	0	0	0	0	0	0	2	1	0	0
366	"Philippines"	0	0	0	0	5	1	0	0	0	0	0	0
367	"Philippines"	0	0	0	0	1	1	0	0	0	0	0	0
368	"India"	0	0	0	0	0	0	0	0	0	0	0	0
369	"Belgium"	0	0	0	0	0	0	0	0	2	0	0	0
370	"India"	0	0	0	0	3	0	1	0	0	0	0	0
371	"India"	0	0	0	0	0	0	0	0	3	1	0	0
372	"India"	0	0	0	0	1	1	0	0	0	0	0	0
373	"India"	0	0	0	0	1	0	0	0	0	0	0	0
374	"India"	0	0	0	0	0	0	0	0	1	0	0	0
375	"India"	0	0	0	0	0	0	0	0	2	1	0	0
376	"India"	2	4	2	0	5	1	1	2	0	0	0	0
377	"United States"	0	0	0	0	0	0	0	0	2	1	0	0
378	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
379	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
380	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
381	"United States"	0	0	0	0	0	0	0	0	72	0	35	0
382	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
383	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
384	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
385	"Yugoslavia"	0	0	0	0	6	0	0	0	0	0	0	0
386	"Saudi Arabia"	2	1	1	0	4	0	4	0	0	0	0	0
388	"Switzerland"	0	0	0	0	1	0	0	0	0	0	0	0
389	"Guatemala"	0	0	0	0	0	0	0	0	1	0	0	0
390	"Portugal"	0	0	0	0	0	0	0	0	1	1	0	0
391	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
392	"Canada"	0	0	0	0	0	0	0	0	1	0	0	0
393	"United Arab Emirates"	0	0	0	0	27	0	12	1	11	0	2	0
394	"United Arab Emirates"	0	0	0	0	0	0	0	0	23	1	7	0
395	"United States"	9	2	23	1	0	0	0	0	0	0	0	0
397	"India"	0	0	0	0	0	0	0	0	1	0	0	0
398	"India"	0	0	0	0	1	0	0	0	0	0	0	0
399	"India"	2	0	1	0	0	0	0	0	0	0	0	0
400	"India"	0	0	0	0	1	0	0	0	0	0	0	0
401	"United States"	0	0	0	0	4	0	1	1	1	0	0	0
404	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
405	"United States"	0	0	0	0	4	1	6	1	0	0	0	0
406	"United States"	14	11	16	0	1	0	1	0	0	0	0	0
407	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
408	"United States"	2	1	5	0	0	0	0	0	0	0	0	0
410	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
411	"United States"	0	0	0	0	3	0	1	1	0	0	0	0
412	"United States"	0	0	0	0	8	1	0	0	1	0	0	0
413	"United States"	0	0	0	0	25	1	3	0	0	0	0	0
414	"India"	0	0	0	0	0	0	0	0	15	1	10	0
416	"United Kingdom"	4	2	3	0	0	0	0	0	0	0	0	0
417	"Kenya"	0	0	0	0	2	0	0	0	0	0	0	0
418	"Lithuania"	0	0	0	0	0	0	0	0	4	2	1	0
419	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
420	"United States"	0	0	0	0	3	0	0	0	1	0	0	0
424	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
425	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
426	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
427	"United States"	1	0	0	0	2	1	0	0	0	0	0	0
428	"India"	0	0	0	0	1	0	0	0	0	0	0	0
429	"India"	3	0	1	0	0	0	0	0	0	0	0	0
430	"Australia"	0	0	0	0	0	0	0	0	7	1	0	0
431	"India"	0	0	0	0	0	0	0	0	3	0	0	0
434	"India"	0	0	0	0	0	0	0	0	4	0	3	0
435	"India"	0	0	0	0	3	0	0	0	0	0	0	0
438	"India"	0	0	0	0	0	0	0	0	4	0	0	0
442	"India"	0	0	0	0	2	0	5	2	0	0	0	0
445	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
446	"United States"	0	0	0	0	1	0	0	0	2	0	0	0
447	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
448	"United States"	0	0	0	0	1	1	0	0	0	0	0	0
449	"United States"	0	0	0	0	4	0	1	0	4	1	0	1
450	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
451	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
452	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
453	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
454	"United States"	0	0	0	0	2	0	0	0	0	0	0	0
455	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
456	"United States"	3	0	1	0	0	0	0	0	6	0	2	0
459	"United States"	0	0	0	0	0	0	0	0	2	0	0	0
460	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
461	"United States"	0	0	0	0	3	0	1	1	0	0	0	0
462	"United States"	0	0	0	0	1	0	0	0	1	0	0	0
464	"United States"	33	0	28	0	8	0	2	1	0	0	0	0
507	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
508	"India"	0	0	0	0	0	0	0	0	2	0	0	0
509	"India"	0	0	0	0	1	0	0	0	0	0	0	0
510	"India"	0	0	0	0	0	0	0	0	2	0	1	1
511	"India"	0	0	0	0	3	0	0	1	0	0	0	0
512	"India"	0	0	0	0	4	0	1	1	0	0	0	0
513	"India"	0	0	0	0	1	0	0	0	0	0	0	0
514	"India"	0	0	0	0	0	0	0	0	1	0	0	0
515	"United States"	0	0	0	0	1	1	0	0	0	0	0	0
516	"Egypt"	0	0	0	0	0	0	0	0	1	0	0	0
517	"India"	0	0	0	0	3	1	0	0	0	0	0	0
518	"Poland"	0	0	0	0	1	0	0	0	0	0	0	0
519	"Yugoslavia"	0	0	0	0	0	0	0	0	0	0	0	0
520	"India"	0	0	0	0	1	0	0	0	0	0	0	0
521	"India"	0	0	0	0	1	0	0	0	0	0	0	0
522	"India"	0	0	0	0	2	0	0	0	0	0	0	0
523	"India"	0	0	0	0	0	0	0	0	1	0	0	0
524	"India"	0	0	0	0	1	0	0	0	0	0	0	0
525	"India"	0	0	0	0	1	0	0	0	0	0	0	0
526	"India"	0	0	0	0	1	0	0	0	0	0	0	0
527	"India"	0	0	0	0	1	0	0	0	0	0	0	0
528	"India"	0	0	0	0	0	0	0	0	4	0	11	0
529	"India"	0	0	0	0	1	0	0	0	0	0	0	0
530	"Pakistan"	0	0	0	0	2	0	0	0	0	0	0	0
531	"India"	0	0	0	0	3	0	0	1	0	0	0	0
535	"India"	0	0	0	0	3	0	0	2	0	0	0	0
536	"India"	0	0	0	0	0	0	0	0	1	0	0	0
537	"India"	1	0	0	0	0	0	0	0	1	0	0	0
538	"India"	23	3	51	1	0	0	0	0	0	0	0	0
539	"India"	0	0	0	0	12	3	15	3	0	0	0	0
540	"India"	0	0	0	0	0	0	0	0	2	1	0	0
541	"India"	0	0	0	0	1	0	0	0	0	0	0	0
542	"India"	0	0	0	0	0	0	0	0	3	0	1	0
543	"India"	2	0	5	0	2	0	6	2	0	0	0	0
544	"India"	0	0	0	0	0	0	0	0	1	0	0	0
545	"India"	0	0	0	0	1	0	0	0	0	0	0	0
546	"India"	0	0	0	0	1	0	0	0	0	0	0	0
547	"India"	0	0	0	0	2	0	0	0	0	0	0	0
548	"India"	0	0	0	0	0	0	0	0	1	0	0	0
549	"India"	0	0	0	0	0	0	0	0	1	0	0	0
550	"India"	0	0	0	0	1	0	0	0	0	0	0	0
551	"India"	0	0	0	0	1	0	0	0	0	0	0	0
552	"India"	0	0	0	0	1	0	0	0	2	1	0	0
553	"India"	0	0	0	0	0	0	0	0	1	0	0	0
554	"India"	0	0	0	0	1	0	0	0	0	0	0	0
555	"India"	0	0	0	0	0	0	0	0	1	0	0	0
556	"India"	1	0	0	0	0	0	0	0	0	0	0	0
557	"Finland"	9	2	50	1	3	1	0	0	4	2	43	1
560	"Switzerland"	0	0	0	0	4	1	0	0	0	0	0	0
561	"United States"	5	2	7	0	0	0	0	0	0	0	0	0
562	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
563	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
564	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
565	"United States"	0	0	0	0	2	0	0	0	0	0	0	0
567	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
568	"United States"	0	0	0	0	3	0	2	3	0	0	0	0
569	"United States"	0	0	0	0	6	0	1	1	1	0	0	0
570	"United States"	0	0	0	0	0	0	0	0	2	1	0	0
571	"United States"	0	0	0	0	0	0	0	0	2	1	0	0
572	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
573	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
574	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
575	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
576	"United States"	0	0	0	0	2	0	1	0	0	0	0	0
577	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
578	"United States"	0	0	0	0	0	0	0	0	4	0	5	0
579	"United States"	0	0	0	0	2	0	0	0	0	0	0	0
581	"United States"	0	0	0	0	0	0	0	0	1	1	0	0
582	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
583	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
584	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
585	"United States"	0	0	0	0	5	1	0	0	0	0	0	0
591	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
592	"United States"	0	0	0	0	0	0	0	0	3	0	0	0
593	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
594	"United States"	0	0	0	0	0	0	0	0	3	1	0	0
595	"United States"	0	0	0	0	2	1	0	0	0	0	0	0
596	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
597	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
598	"United States"	99	1	51	0	0	0	0	0	0	0	0	0
599	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
600	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
601	"United States"	2	0	0	0	0	0	0	0	0	0	0	0
602	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
603	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
604	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
605	"United States"	0	0	0	0	0	0	0	0	3	1	0	0
606	"United States"	0	0	0	0	4	0	0	0	1	0	0	0
607	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
609	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
610	"United States"	0	0	0	0	1	0	0	0	1	0	0	0
611	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
612	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
613	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
614	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
615	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
616	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
617	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
618	"Canada"	1	1	0	0	0	0	0	0	0	0	0	0
619	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
620	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
621	"United States"	0	0	0	0	5	0	0	1	0	0	0	0
622	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
623	"United States"	0	0	0	0	0	0	0	0	3	0	2	0
625	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
626	"United States"	0	0	0	0	3	3	15	0	4	0	7	2
628	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
629	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
630	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
631	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
632	"United States"	0	0	0	0	0	0	0	0	7	0	4	0
